id,student_id,account_id,resource_type,score,quiz_id,etl_last_updated_ts
10132350,1100083,0,quiz,7,60.0,2024-11-09 23:59:58
10132362,1100040,8400001,quiz,7,80.0,2025-01-17 00:00:00
10132602,1100029,0,quiz,8,81.0,2025-01-06 23:59:58
10132647,1100042,0,movie,0,,2024-11-21 00:00:00
10132664,1100068,0,quiz,6,75.0,2024-11-06 00:00:00
10132670,1100011,0,movie,0,,2024-12-05 00:00:00
10132709,1100091,0,movie,0,,2024-11-10 23:59:58
10132737,1100025,8400002,movie,0,,2024-11-22 00:00:00
10132744,1100078,8400002,movie,0,,2025-01-15 00:00:00
10133022,1100004,0,quiz,4,52.0,2024-11-07 23:59:58
10133029,1100019,0,movie,0,,2024-12-08 23:59:58
10133105,1100087,0,movie,0,,2024-11-04 00:00:00
10133126,1100051,8400002,movie,0,,2024-11-12 00:00:00
10133141,1100037,0,quiz,8,52.0,2024-11-22 23:59:58
10133155,1100064,8400002,movie,0,,2024-12-04 00:00:00
10133273,1100013,8400002,quiz,9,65.0,2024-10-30 00:00:00
10133381,1100092,8400002,movie,0,,2024-11-07 00:00:00
10133436,1100080,0,movie,0,,2024-10-31 00:00:00
10133702,1100042,0,movie,0,,2024-10-18 00:00:00
10133910,1100034,0,movie,0,,2024-11-19 23:59:58
10133914,1100035,8400002,movie,0,,2024-12-16 00:00:00
10133943,1100091,0,movie,0,,2024-12-04 00:00:00
10134218,1100062,0,movie,0,,2024-10-29 23:59:58
10134225,1100012,0,movie,0,,2024-11-20 23:59:58
10134255,1100072,0,movie,0,,2024-12-02 23:59:58
10134277,1100054,8400001,movie,0,,2024-11-19 00:00:00
10134291,1100091,0,movie,0,,2025-01-08 00:00:00
10134294,1100091,0,movie,0,,2024-10-23 00:00:00
10134296,1100047,8400001,movie,0,,2024-10-17 00:00:00
10134493,1100079,0,movie,0,,2024-10-23 23:59:58
10134594,1100066,0,quiz,10,93.0,2024-12-09 00:00:00
10134822,1100052,8400001,movie,0,,2024-10-29 00:00:00
10135236,1100078,8400002,movie,0,,2024-10-25 00:00:00
10135328,1100051,8400002,movie,0,,2024-11-25 00:00:00
10135457,1100027,0,movie,0,,2025-01-06 00:00:00
10136407,1100079,8400001,movie,0,,2024-12-17 00:00:00
10136482,1100012,0,movie,0,,2025-01-01 23:59:58
10136616,1100077,0,movie,0,,2024-12-08 23:59:58
10136898,1100038,0,movie,0,,2025-01-10 00:00:00
10137047,1100042,0,movie,0,,2025-01-12 00:00:00
10137220,1100061,8400002,quiz,5,76.0,2024-12-03 00:00:00
10137386,1100047,8400001,quiz,4,62.0,2024-10-18 00:00:00
10137417,1100097,0,quiz,6,75.0,2024-12-09 23:59:58
10137643,1100084,0,movie,0,,2024-10-28 23:59:58
10137675,1100074,0,quiz,3,98.0,2024-12-03 23:59:58
10137754,1100027,0,movie,0,,2024-11-08 00:00:00
10137761,1100037,0,movie,0,,2024-11-04 00:00:00
10138021,1100097,0,movie,0,,2024-10-17 23:59:58
10138047,1100004,8400002,movie,0,,2024-10-22 00:00:00
10138385,1100048,8400001,quiz,3,94.0,2024-12-06 00:00:00
10138499,1100097,0,movie,0,,2024-10-27 23:59:58
10138599,1100095,0,movie,0,,2024-10-28 23:59:58
10138689,1100007,0,movie,0,,2024-10-22 23:59:58
10138845,1100003,0,movie,0,,2025-01-17 00:00:00
10138974,1100059,0,quiz,9,71.0,2024-12-01 23:59:58
10139059,1100049,0,quiz,8,53.0,2024-10-29 23:59:58
10139067,1100010,0,movie,0,,2024-12-16 23:59:58
10139136,1100004,8400002,movie,0,,2024-12-27 00:00:00
10139150,1100036,0,quiz,10,70.0,2024-11-25 00:00:00
10139154,1100045,0,quiz,8,84.0,2024-10-26 00:00:00
10139280,1100096,0,movie,0,,2024-12-05 23:59:58
10139355,1100046,8400002,quiz,9,81.0,2024-12-11 00:00:00
10139923,1100008,0,movie,0,,2024-10-18 00:00:00
10140013,1100033,8400001,quiz,7,78.0,2024-11-26 00:00:00
10140046,1100076,0,movie,0,,2024-10-27 23:59:58
10140157,1100073,0,quiz,2,67.0,2024-12-16 23:59:58
10140167,1100066,0,quiz,8,64.0,2024-10-29 00:00:00
10140193,1100048,0,movie,0,,2024-12-01 23:59:58
10140332,1100009,0,movie,0,,2024-10-29 23:59:58
10140372,1100013,0,movie,0,,2025-01-07 23:59:58
10140641,1100093,8400001,movie,0,,2024-10-21 00:00:00
10140766,1100099,8400002,movie,0,,2024-11-12 00:00:00
10141081,1100071,0,movie,0,,2025-01-07 23:59:58
10141163,1100081,8400001,quiz,0,69.0,2024-11-09 00:00:00
10141344,1100094,0,movie,0,,2024-11-19 23:59:58
10141530,1100095,8400001,movie,0,,2025-01-03 00:00:00
10141546,1100077,8400002,quiz,9,91.0,2025-01-08 00:00:00
10141778,1100045,0,quiz,8,67.0,2024-10-22 00:00:00
10141822,1100075,8400002,movie,0,,2024-11-12 00:00:00
10141858,1100078,8400002,movie,0,,2024-12-14 00:00:00
10141949,1100057,0,movie,0,,2024-12-02 23:59:58
10142224,1100035,8400002,movie,0,,2024-11-06 00:00:00
10142297,1100071,0,quiz,5,60.0,2024-11-07 00:00:00
10142535,1100061,8400002,movie,0,,2025-01-17 00:00:00
10142567,1100077,8400002,quiz,9,53.0,2024-12-11 00:00:00
10142596,1100071,0,quiz,5,76.0,2024-12-27 00:00:00
10142670,1100096,0,quiz,8,67.0,2024-11-19 23:59:58
10142876,1100005,8400002,quiz,1,70.0,2024-10-17 00:00:00
10143112,1100067,0,quiz,7,97.0,2024-11-11 23:59:58
10143188,1100016,8400002,movie,0,,2024-12-17 00:00:00
10143196,1100036,0,movie,0,,2025-01-06 00:00:00
10143538,1100077,0,movie,0,,2024-11-03 23:59:58
10143774,1100018,8400001,movie,0,,2024-10-25 00:00:00
10144362,1100078,0,movie,0,,2024-11-13 23:59:58
10144518,1100039,0,movie,0,,2024-11-11 23:59:58
10144953,1100041,8400001,movie,0,,2024-11-26 00:00:00
10145437,1100094,8400002,movie,0,,2024-10-25 00:00:00
10145486,1100066,0,movie,0,,2024-11-21 00:00:00
10145514,1100098,8400001,movie,0,,2024-12-03 00:00:00
10145614,1100001,0,movie,0,,2024-11-22 00:00:00
10145638,1100020,0,movie,0,,2024-12-03 00:00:00
10145657,1100060,8400002,movie,0,,2025-01-15 00:00:00
10145888,1100050,8400001,quiz,6,67.0,2025-01-12 00:00:00
10146141,1100025,8400002,movie,0,,2024-12-16 00:00:00
10146221,1100021,0,quiz,9,57.0,2024-10-21 23:59:58
10146283,1100004,8400002,movie,0,,2024-12-17 00:00:00
10146354,1100037,0,movie,0,,2025-01-09 00:00:00
10146423,1100037,0,quiz,8,81.0,2024-10-27 23:59:58
10146425,1100024,0,movie,0,,2024-11-05 00:00:00
10146571,1100082,0,movie,0,,2025-01-09 00:00:00
10146600,1100069,0,movie,0,,2025-01-13 23:59:58
10146737,1100082,0,quiz,8,86.0,2024-11-22 00:00:00
10146977,1100036,0,movie,0,,2024-11-17 00:00:00
10147145,1100051,8400002,movie,0,,2024-10-20 00:00:00
10147309,1100048,0,movie,0,,2024-12-19 23:59:58
10147402,1100002,8400001,movie,0,,2025-01-02 00:00:00
10147407,1100035,8400002,movie,0,,2024-12-02 00:00:00
10147440,1100006,8400001,quiz,2,79.0,2024-11-01 00:00:00
10147490,1100066,0,movie,0,,2024-11-22 00:00:00
10147655,1100084,0,movie,0,,2024-11-22 23:59:58
10147959,1100072,0,quiz,8,89.0,2025-01-17 00:00:00
10148173,1100077,0,movie,0,,2024-11-30 23:59:58
10148351,1100098,8400001,quiz,6,86.0,2025-01-07 00:00:00
10148569,1100019,0,movie,0,,2024-11-11 23:59:58
10148586,1100045,0,quiz,8,79.0,2025-01-13 00:00:00
10148631,1100065,8400001,quiz,7,94.0,2024-10-31 00:00:00
10148632,1100043,0,movie,0,,2025-01-16 23:59:58
10148635,1100064,8400002,movie,0,,2024-12-12 00:00:00
10148873,1100070,8400001,quiz,8,72.0,2025-01-14 00:00:00
10149176,1100076,0,movie,0,,2024-11-26 00:00:00
10149540,1100036,0,quiz,10,65.0,2025-01-08 00:00:00
10149550,1100053,0,movie,0,,2024-11-21 23:59:58
10149569,1100095,0,quiz,7,63.0,2025-01-06 23:59:58
10149688,1100039,8400002,movie,0,,2024-11-04 00:00:00
10149782,1100037,0,movie,0,,2024-10-18 00:00:00
10149914,1100023,0,quiz,9,70.0,2025-01-08 00:00:00
10150118,1100081,0,quiz,5,57.0,2024-12-05 23:59:58
10150185,1100038,0,movie,0,,2024-10-23 00:00:00
10150488,1100086,8400002,movie,0,,2025-01-15 00:00:00
10150504,1100021,8400002,quiz,6,98.0,2024-10-21 00:00:00
10150724,1100008,0,quiz,7,76.0,2024-10-29 23:59:58
10150879,1100027,0,movie,0,,2024-10-23 23:59:58
10150940,1100076,0,quiz,9,71.0,2024-11-15 00:00:00
10150949,1100068,0,quiz,6,56.0,2024-11-14 00:00:00
10151052,1100068,0,quiz,8,57.0,2024-11-21 00:00:00
10151053,1100051,8400002,quiz,2,94.0,2024-11-11 00:00:00
10151162,1100034,0,movie,0,,2024-10-29 23:59:58
10151230,1100091,0,movie,0,,2024-12-04 00:00:00
10151565,1100060,8400002,quiz,7,88.0,2024-12-11 00:00:00
10151787,1100079,8400001,movie,0,,2025-01-08 00:00:00
10151792,1100007,8400002,movie,0,,2025-01-13 00:00:00
10152109,1100014,0,movie,0,,2024-11-10 23:59:58
10152730,1100079,8400001,movie,0,,2024-12-13 00:00:00
10152855,1100016,8400002,movie,0,,2024-12-04 00:00:00
10152934,1100017,8400002,quiz,6,56.0,2024-10-17 00:00:00
10152940,1100066,0,movie,0,,2024-11-12 00:00:00
10153195,1100063,8400001,quiz,4,89.0,2024-10-19 00:00:00
10153198,1100087,0,quiz,9,70.0,2024-11-17 23:59:58
10153372,1100016,8400002,movie,0,,2024-12-11 00:00:00
10153437,1100095,8400001,movie,0,,2024-11-01 00:00:00
10153495,1100012,8400001,movie,0,,2024-11-22 00:00:00
10153643,1100019,0,movie,0,,2024-10-28 00:00:00
10153701,1100041,8400001,quiz,6,79.0,2024-10-21 00:00:00
10153742,1100077,8400002,movie,0,,2025-01-09 00:00:00
10153756,1100075,8400002,movie,0,,2024-10-31 00:00:00
10154084,1100069,8400002,movie,0,,2025-01-14 00:00:00
10154246,1100061,8400002,movie,0,,2024-11-07 00:00:00
10154253,1100024,0,movie,0,,2024-11-12 00:00:00
10154325,1100025,8400002,quiz,10,81.0,2024-12-04 00:00:00
10154342,1100039,8400002,quiz,5,53.0,2024-11-12 00:00:00
10155167,1100091,0,movie,0,,2025-01-06 00:00:00
10155259,1100093,8400001,quiz,7,69.0,2024-10-21 00:00:00
10155385,1100038,0,movie,0,,2025-01-17 00:00:00
10155521,1100089,8400002,quiz,3,52.0,2024-12-16 00:00:00
10155540,1100056,0,movie,0,,2025-01-13 00:00:00
10155567,1100021,8400002,movie,0,,2024-12-17 00:00:00
10155817,1100049,8400002,quiz,9,56.0,2024-10-24 00:00:00
10155848,1100062,0,movie,0,,2024-12-11 00:00:00
10156166,1100021,8400002,movie,0,,2024-12-06 00:00:00
10156275,1100063,8400001,quiz,7,93.0,2024-12-17 00:00:00
10156468,1100098,8400001,quiz,8,87.0,2024-11-25 00:00:00
10156502,1100033,8400001,quiz,10,65.0,2025-01-16 00:00:00
10156575,1100028,0,movie,0,,2024-12-19 23:59:58
10156580,1100071,0,movie,0,,2024-12-13 00:00:00
10156581,1100020,0,quiz,3,62.0,2024-10-28 00:00:00
10156613,1100079,8400001,quiz,5,55.0,2024-12-17 00:00:00
10156954,1100057,0,movie,0,,2024-12-12 00:00:00
10157073,1100040,8400001,movie,0,,2024-11-19 00:00:00
10157081,1100054,8400001,movie,0,,2025-01-14 00:00:00
10157104,1100034,0,movie,0,,2025-01-13 23:59:58
10157128,1100009,0,quiz,7,68.0,2024-12-16 23:59:58
10157204,1100033,8400001,movie,0,,2024-10-17 00:00:00
10157277,1100096,0,quiz,6,86.0,2024-11-30 00:00:00
10157561,1100092,8400002,movie,0,,2025-01-15 00:00:00
10157741,1100086,0,quiz,7,74.0,2025-01-15 23:59:58
10157795,1100025,0,movie,0,,2024-10-29 23:59:58
10158006,1100013,0,movie,0,,2024-11-06 23:59:58
10158043,1100040,8400001,quiz,8,100.0,2024-11-07 00:00:00
10158067,1100012,8400001,quiz,6,98.0,2024-10-28 00:00:00
10158482,1100022,0,movie,0,,2024-12-03 00:00:00
10158487,1100005,8400002,movie,0,,2024-10-25 00:00:00
10158795,1100045,0,quiz,10,84.0,2024-11-15 00:00:00
10158831,1100060,0,movie,0,,2024-12-17 23:59:58
10158859,1100042,0,movie,0,,2024-12-05 00:00:00
10159025,1100052,8400001,movie,0,,2024-10-21 00:00:00
10159430,1100083,8400002,movie,0,,2024-10-28 00:00:00
10159618,1100093,8400001,quiz,2,68.0,2024-10-29 00:00:00
10159721,1100024,0,movie,0,,2024-12-02 00:00:00
10159741,1100079,8400001,movie,0,,2025-01-02 00:00:00
10160361,1100002,0,quiz,7,76.0,2024-12-09 23:59:58
10160585,1100071,0,quiz,5,64.0,2024-10-18 00:00:00
10160703,1100050,8400001,movie,0,,2024-12-12 00:00:00
10160711,1100098,8400001,quiz,7,91.0,2025-01-07 00:00:00
10160749,1100076,0,quiz,8,91.0,2025-01-03 00:00:00
10160756,1100035,8400002,movie,0,,2024-11-18 00:00:00
10160801,1100099,0,movie,0,,2024-11-05 23:59:58
10160823,1100007,8400002,quiz,3,68.0,2024-11-22 00:00:00
10160983,1100089,0,movie,0,,2025-01-08 23:59:58
10161017,1100058,8400001,quiz,9,62.0,2024-11-01 00:00:00
10161122,1100008,0,quiz,2,59.0,2024-11-07 00:00:00
10161219,1100008,0,quiz,7,86.0,2024-11-12 23:59:58
10161346,1100009,8400002,quiz,7,67.0,2024-10-28 00:00:00
10161462,1100077,8400002,movie,0,,2024-11-04 00:00:00
10161645,1100090,0,movie,0,,2024-10-23 23:59:58
10161667,1100002,8400001,movie,0,,2024-12-13 00:00:00
10161810,1100018,8400001,quiz,9,55.0,2025-01-15 00:00:00
10161832,1100036,0,movie,0,,2025-01-12 00:00:00
10161871,1100057,0,movie,0,,2025-01-09 00:00:00
10162044,1100046,0,movie,0,,2024-12-16 23:59:58
10162066,1100058,0,quiz,9,59.0,2024-12-15 23:59:58
10162178,1100070,8400001,movie,0,,2024-11-14 00:00:00
10162308,1100087,0,quiz,7,87.0,2024-11-13 23:59:58
10162343,1100011,0,movie,0,,2024-11-06 23:59:58
10162348,1100099,8400002,movie,0,,2024-12-13 00:00:00
10162399,1100002,8400001,movie,0,,2025-01-06 00:00:00
10162478,1100066,0,movie,0,,2024-10-21 00:00:00
10162502,1100095,8400001,movie,0,,2024-10-26 00:00:00
10162543,1100028,8400001,movie,0,,2024-11-02 00:00:00
10162597,1100017,0,movie,0,,2024-11-07 23:59:58
10162609,1100022,0,quiz,3,70.0,2025-01-11 23:59:58
10162616,1100039,8400002,movie,0,,2024-10-18 00:00:00
10162668,1100077,8400002,quiz,9,87.0,2024-11-18 00:00:00
10162843,1100045,0,movie,0,,2024-10-19 00:00:00
10162850,1100061,8400002,movie,0,,2024-11-26 00:00:00
10162949,1100034,8400001,movie,0,,2024-11-06 00:00:00
10163296,1100030,0,movie,0,,2024-11-19 23:59:58
10163379,1100084,8400001,movie,0,,2025-01-15 00:00:00
10163433,1100048,0,movie,0,,2024-11-14 23:59:58
10163499,1100027,0,movie,0,,2025-01-17 00:00:00
10163567,1100076,0,movie,0,,2024-12-04 00:00:00
10163849,1100012,0,movie,0,,2024-12-07 23:59:58
10163938,1100057,0,movie,0,,2024-12-18 00:00:00
10163957,1100031,8400001,movie,0,,2024-11-25 00:00:00
10164107,1100085,8400002,movie,0,,2024-10-29 00:00:00
10164190,1100035,0,quiz,5,51.0,2024-11-21 23:59:58
10164234,1100091,0,quiz,8,87.0,2025-01-13 00:00:00
10164307,1100080,0,quiz,2,99.0,2024-12-12 00:00:00
10164491,1100051,0,quiz,3,92.0,2024-10-16 23:59:58
10164678,1100048,8400001,movie,0,,2025-01-13 00:00:00
10164897,1100037,0,quiz,6,96.0,2024-11-17 23:59:58
10164933,1100010,0,movie,0,,2024-12-02 00:00:00
10164935,1100015,0,movie,0,,2024-10-26 00:00:00
10165048,1100002,8400001,movie,0,,2024-12-17 00:00:00
10165561,1100087,0,movie,0,,2024-12-29 00:00:00
10165566,1100056,0,movie,0,,2024-12-17 00:00:00
10166180,1100012,8400001,movie,0,,2024-11-06 00:00:00
10166206,1100020,0,movie,0,,2024-12-17 00:00:00
10166236,1100023,0,movie,0,,2024-12-10 00:00:00
10166319,1100005,8400002,quiz,8,63.0,2025-01-09 00:00:00
10166457,1100054,8400001,quiz,6,64.0,2024-12-10 00:00:00
10166612,1100015,0,movie,0,,2024-12-03 23:59:58
10166647,1100008,0,quiz,6,70.0,2024-12-05 23:59:58
10166763,1100083,8400002,movie,0,,2024-12-24 00:00:00
10166949,1100096,0,quiz,8,50.0,2024-12-14 00:00:00
10167131,1100044,0,quiz,7,57.0,2024-11-12 23:59:58
10167224,1100034,8400001,quiz,7,56.0,2024-11-07 00:00:00
10167376,1100079,8400001,movie,0,,2025-01-06 00:00:00
10167545,1100009,8400002,quiz,8,68.0,2024-11-26 00:00:00
10167599,1100069,8400002,quiz,1,100.0,2024-11-05 00:00:00
10167612,1100056,0,movie,0,,2024-12-02 23:59:58
10167695,1100074,8400002,quiz,1,55.0,2024-11-04 00:00:00
10167730,1100028,8400001,quiz,8,51.0,2024-11-20 00:00:00
10168225,1100045,0,movie,0,,2024-12-02 00:00:00
10168261,1100081,8400001,movie,0,,2024-11-02 00:00:00
10168560,1100002,8400001,quiz,4,76.0,2024-11-23 00:00:00
10168863,1100034,0,movie,0,,2024-10-16 23:59:58
10168899,1100075,8400002,movie,0,,2025-01-07 00:00:00
10168996,1100024,0,movie,0,,2024-11-12 00:00:00
10169027,1100059,0,movie,0,,2024-11-04 23:59:58
10169046,1100067,8400001,quiz,6,78.0,2024-11-04 00:00:00
10169354,1100097,8400002,movie,0,,2024-11-13 00:00:00
10169358,1100085,8400002,movie,0,,2024-12-20 00:00:00
10169812,1100087,0,movie,0,,2024-10-24 00:00:00
10169845,1100037,0,quiz,9,84.0,2024-12-10 00:00:00
10170069,1100056,0,quiz,2,52.0,2024-11-11 00:00:00
10170080,1100010,0,movie,0,,2024-10-25 00:00:00
10170096,1100083,8400002,quiz,9,84.0,2025-01-05 00:00:00
10170240,1100047,8400001,quiz,1,60.0,2024-11-01 00:00:00
10170333,1100022,0,movie,0,,2024-12-18 00:00:00
10170665,1100005,8400002,quiz,6,99.0,2024-11-05 00:00:00
10170876,1100037,0,movie,0,,2024-11-20 00:00:00
10170877,1100034,8400001,quiz,3,62.0,2025-01-13 00:00:00
10170916,1100095,8400001,quiz,10,79.0,2025-01-13 00:00:00
10170970,1100072,0,movie,0,,2024-12-16 00:00:00
10171114,1100048,0,movie,0,,2024-12-10 23:59:58
10171138,1100018,8400001,movie,0,,2024-11-04 00:00:00
10171229,1100067,8400001,movie,0,,2025-01-09 00:00:00
10171436,1100006,8400001,quiz,7,50.0,2024-10-31 00:00:00
10171454,1100004,8400002,movie,0,,2024-11-11 00:00:00
10171480,1100021,8400002,movie,0,,2024-11-08 00:00:00
10171516,1100080,0,quiz,5,62.0,2024-11-05 00:00:00
10171530,1100029,8400002,movie,0,,2024-12-17 00:00:00
10171614,1100093,8400001,movie,0,,2024-11-07 00:00:00
10171732,1100058,0,quiz,8,67.0,2025-01-07 23:59:58
10171843,1100068,0,movie,0,,2024-10-21 00:00:00
10171900,1100074,8400002,movie,0,,2024-12-03 00:00:00
10172238,1100068,0,movie,0,,2024-11-10 23:59:58
10172315,1100050,8400001,quiz,5,56.0,2024-12-12 00:00:00
10172473,1100074,8400002,movie,0,,2024-12-12 00:00:00
10172542,1100060,0,movie,0,,2025-01-12 23:59:58
10172704,1100059,0,quiz,8,59.0,2024-11-19 00:00:00
10172721,1100029,8400002,quiz,4,95.0,2024-10-31 00:00:00
10172746,1100045,0,quiz,8,94.0,2024-10-28 23:59:58
10172815,1100006,8400001,quiz,6,90.0,2024-11-21 00:00:00
10172981,1100042,0,quiz,8,50.0,2024-11-12 00:00:00
10173012,1100049,8400002,quiz,8,79.0,2024-12-16 00:00:00
10173239,1100054,0,quiz,10,93.0,2024-12-21 23:59:58
10173267,1100047,0,quiz,5,67.0,2025-01-13 23:59:58
10173347,1100006,8400001,quiz,4,61.0,2024-11-15 00:00:00
10173362,1100085,8400002,movie,0,,2024-11-22 00:00:00
10173869,1100041,0,movie,0,,2024-11-18 23:59:58
10174177,1100080,0,movie,0,,2025-01-14 00:00:00
10174246,1100087,0,movie,0,,2024-11-18 23:59:58
10174365,1100045,0,movie,0,,2024-11-20 00:00:00
10174440,1100031,8400001,quiz,8,64.0,2024-10-20 00:00:00
10174531,1100026,8400001,quiz,8,89.0,2024-11-11 00:00:00
10174908,1100097,0,movie,0,,2024-11-11 23:59:58
10174952,1100090,0,quiz,8,53.0,2024-10-16 23:59:58
10175125,1100053,8400002,movie,0,,2024-12-02 00:00:00
10175190,1100030,8400001,movie,0,,2024-10-17 00:00:00
10175306,1100036,0,quiz,3,66.0,2024-11-07 00:00:00
10175464,1100049,8400002,quiz,7,68.0,2024-11-01 00:00:00
10175829,1100019,0,movie,0,,2024-12-16 00:00:00
10175893,1100044,0,quiz,7,92.0,2024-12-10 23:59:58
10175936,1100078,8400002,movie,0,,2024-11-06 00:00:00
10176007,1100039,0,movie,0,,2024-12-16 23:59:58
10176204,1100024,0,quiz,9,93.0,2025-01-04 00:00:00
10176306,1100023,0,quiz,9,94.0,2024-12-04 00:00:00
10176373,1100056,0,quiz,6,94.0,2024-11-30 00:00:00
10176546,1100073,0,movie,0,,2025-01-15 23:59:58
10176631,1100049,8400002,quiz,7,54.0,2024-12-20 00:00:00
10176755,1100025,0,movie,0,,2025-01-16 23:59:58
10176830,1100029,8400002,movie,0,,2024-12-12 00:00:00
10176945,1100079,0,quiz,5,65.0,2024-10-30 23:59:58
10176970,1100048,8400001,quiz,10,65.0,2024-11-13 00:00:00
10177037,1100004,8400002,quiz,3,75.0,2024-11-05 00:00:00
10177073,1100087,0,quiz,9,67.0,2024-10-18 00:00:00
10177132,1100012,8400001,movie,0,,2024-10-28 00:00:00
10177255,1100086,8400002,movie,0,,2024-10-30 00:00:00
10177378,1100002,0,movie,0,,2025-01-01 23:59:58
10177554,1100097,8400002,movie,0,,2024-11-05 00:00:00
10177732,1100072,0,movie,0,,2025-01-07 00:00:00
10177962,1100091,0,movie,0,,2024-11-14 00:00:00
10177965,1100010,0,movie,0,,2024-12-10 23:59:58
10178384,1100036,0,movie,0,,2024-11-13 00:00:00
10178572,1100022,0,quiz,3,50.0,2024-11-08 00:00:00
10178901,1100081,8400001,quiz,4,88.0,2024-12-05 00:00:00
10178958,1100013,8400002,movie,0,,2025-01-09 00:00:00
10179006,1100059,0,quiz,8,51.0,2024-11-22 00:00:00
10179194,1100092,0,movie,0,,2025-01-16 23:59:58
10179234,1100049,8400002,movie,0,,2024-12-13 00:00:00
10179321,1100093,0,movie,0,,2025-01-12 23:59:58
10179326,1100088,0,movie,0,,2024-12-03 00:00:00
10179353,1100029,8400002,quiz,6,94.0,2025-01-09 00:00:00
10179367,1100015,0,movie,0,,2024-11-14 00:00:00
10179531,1100082,0,quiz,10,77.0,2024-11-07 00:00:00
10179691,1100068,0,movie,0,,2024-12-06 00:00:00
10179695,1100071,0,quiz,10,68.0,2024-10-25 00:00:00
10179768,1100095,0,quiz,8,68.0,2024-10-22 23:59:58
10179823,1100068,0,quiz,8,87.0,2024-11-04 00:00:00
10179910,1100072,0,movie,0,,2024-11-17 23:59:58
10180057,1100073,8400002,movie,0,,2024-10-29 00:00:00
10180122,1100024,0,movie,0,,2024-12-02 23:59:58
10180228,1100019,0,movie,0,,2024-11-21 00:00:00
10180349,1100065,0,movie,0,,2025-01-12 23:59:58
10180494,1100074,0,quiz,4,58.0,2024-11-05 23:59:58
10180528,1100026,0,movie,0,,2024-11-13 23:59:58
10180728,1100044,0,movie,0,,2024-12-08 23:59:58
10180754,1100013,8400002,movie,0,,2025-01-15 00:00:00
10180766,1100075,8400002,quiz,4,88.0,2024-11-14 00:00:00
10180812,1100023,0,movie,0,,2024-10-29 00:00:00
10180887,1100028,8400001,movie,0,,2024-11-21 00:00:00
10180899,1100008,0,movie,0,,2024-10-23 00:00:00
10180990,1100062,0,quiz,6,85.0,2024-11-07 00:00:00
10181160,1100066,0,movie,0,,2025-01-07 00:00:00
10181220,1100072,0,movie,0,,2024-11-19 00:00:00
10181353,1100022,0,quiz,6,50.0,2024-10-30 00:00:00
10181453,1100071,0,movie,0,,2024-11-08 00:00:00
10181515,1100091,0,quiz,5,62.0,2024-12-03 23:59:58
10181655,1100096,0,movie,0,,2024-12-09 00:00:00
10181856,1100022,0,quiz,6,92.0,2024-11-01 23:59:58
10182010,1100010,0,movie,0,,2024-11-18 00:00:00
10182041,1100035,8400002,quiz,5,97.0,2024-11-21 00:00:00
10182119,1100084,8400001,movie,0,,2024-12-17 00:00:00
10182145,1100008,0,movie,0,,2024-12-02 00:00:00
10182347,1100071,0,movie,0,,2025-01-17 00:00:00
10182522,1100086,8400002,movie,0,,2024-11-13 00:00:00
10182549,1100079,8400001,movie,0,,2024-12-11 00:00:00
10182564,1100035,8400002,movie,0,,2024-12-20 00:00:00
10182692,1100038,0,quiz,7,54.0,2024-11-19 00:00:00
10182784,1100086,8400002,movie,0,,2024-11-24 00:00:00
10182913,1100032,0,quiz,5,97.0,2025-01-15 23:59:58
10183121,1100014,0,quiz,1,62.0,2024-10-31 00:00:00
10183147,1100058,8400001,movie,0,,2024-11-25 00:00:00
10183230,1100038,0,movie,0,,2024-11-07 00:00:00
10183304,1100020,0,movie,0,,2024-10-28 00:00:00
10183364,1100043,0,quiz,7,93.0,2024-10-18 00:00:00
10183516,1100070,8400001,quiz,9,73.0,2024-11-15 00:00:00
10183878,1100085,8400002,movie,0,,2024-11-04 00:00:00
10184097,1100036,0,movie,0,,2025-01-06 00:00:00
10184124,1100088,0,movie,0,,2025-01-07 00:00:00
10184251,1100017,8400002,movie,0,,2024-10-30 00:00:00
10184319,1100077,8400002,quiz,8,75.0,2024-11-19 00:00:00
10184471,1100074,8400002,quiz,6,79.0,2024-11-12 00:00:00
10184486,1100090,8400001,movie,0,,2024-11-18 00:00:00
10184490,1100053,8400002,movie,0,,2024-12-13 00:00:00
10184879,1100001,0,movie,0,,2025-01-08 00:00:00
10184886,1100003,0,quiz,6,59.0,2024-11-25 00:00:00
10185085,1100055,0,movie,0,,2024-12-17 00:00:00
10185095,1100002,8400001,quiz,9,64.0,2024-11-20 00:00:00
10185221,1100054,8400001,quiz,2,64.0,2024-11-08 00:00:00
10185251,1100074,0,movie,0,,2025-01-05 23:59:58
10185266,1100060,8400002,movie,0,,2024-12-12 00:00:00
10185365,1100093,0,quiz,7,82.0,2024-12-12 23:59:58
10185430,1100020,0,quiz,1,50.0,2024-10-30 23:59:58
10185513,1100029,8400002,movie,0,,2024-10-29 00:00:00
10185611,1100069,8400002,quiz,1,65.0,2025-01-17 00:00:00
10185891,1100034,0,movie,0,,2024-10-17 23:59:58
10186204,1100087,0,movie,0,,2024-10-21 00:00:00
10186229,1100008,0,movie,0,,2024-11-20 00:00:00
10186356,1100093,0,quiz,9,92.0,2025-01-13 23:59:58
10186570,1100045,0,movie,0,,2025-01-17 00:00:00
10186774,1100067,8400001,quiz,6,53.0,2024-10-23 00:00:00
10186970,1100073,8400002,movie,0,,2025-01-14 00:00:00
10187043,1100076,0,movie,0,,2024-12-02 00:00:00
